,country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
40,Denmark,22329.600000000002,23492.600000000002,26749.0,29075.000000000004,30238.000000000004,32796.600000000006,35704.100000000006,35587.8,37216.0,43031.0,46171.100000000006,43379.9,44891.8,43961.4,40588.700000000004,40123.5,43612.5,44542.9,45240.700000000004,46752.600000000006,43496.200000000004,39309.4,39774.600000000006,37564.9,38960.5,43845.100000000006,44426.600000000006,44426.600000000006,42333.200000000004,39658.3,39309.4,43379.9,41402.8,42449.5,43728.8,43147.3,48497.100000000006,44775.5,43845.100000000006,41868.0,40588.700000000004,41635.4,41170.200000000004,43379.9,41868.0,40588.700000000004,43379.9,42100.600000000006,40705.0,38727.9,40821.3,37564.9,35936.700000000004,36401.9,33378.100000000006,2820.0
41,Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2558.6000000000004,,,,,,,,,,,,,,2000.3600000000001,2058.51,2093.4,2070.1400000000003,,,,,,,,
42,Dominica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500.63,,,,,,,,,,,,,,6443.02,6757.030000000001,6908.22,7059.410000000001,,,,,,,,
43,Dominican Republic,,,,,,,,,,,,5884.780000000001,6675.620000000001,6826.81,7001.26,6966.370000000001,7012.89,7001.26,7012.89,7117.56,6884.96,6966.370000000001,6954.740000000001,7233.860000000001,7466.460000000001,6094.120000000001,6198.79,6884.96,6454.650000000001,6245.31,6547.6900000000005,6477.910000000001,7047.780000000001,6698.88,7559.500000000001,7803.7300000000005,8013.070000000001,8792.28,9141.18,9362.150000000001,9908.76,9466.820000000002,9908.76,9245.85,8245.67,8838.800000000001,9036.51,9071.400000000001,8978.36,8699.24,9036.51,9083.03,9478.45,8838.800000000001,8745.76,
44,Ecuador,,,,,,,,,,,,4163.54,4198.43,4140.280000000001,4872.97,5221.870000000001,5652.18,6594.21,6617.47,6803.55,7268.750000000001,7373.42,7733.950000000001,6989.63,7303.64,7198.97,7001.26,6989.63,7152.450000000001,6675.620000000001,7198.97,7385.05,7315.27,6663.990000000001,6978.000000000001,7989.81,8234.04,8373.6,8431.75,7431.570000000001,8082.85,8420.12,8082.85,8059.59,7652.540000000001,7850.250000000001,7757.210000000001,8629.460000000001,7815.360000000001,9164.44,9117.92,9513.34,9245.85,9815.720000000001,10339.070000000002,
45,Egypt,,,,,,,,,,,,2570.23,2767.94,2523.71,2767.94,2954.02,3361.07,3593.67,3616.9300000000003,3884.42,4058.8700000000003,4605.4800000000005,4919.490000000001,5314.910000000001,5745.22,6059.2300000000005,6059.2300000000005,6280.200000000001,6256.9400000000005,6512.8,6687.25,6536.06,6559.320000000001,6663.990000000001,6291.830000000001,6559.320000000001,6815.18,6954.740000000001,7315.27,7326.900000000001,6861.700000000001,7559.500000000001,7652.540000000001,7792.1,8268.93,9466.820000000002,9827.35,10339.070000000002,10560.04,10594.93,10199.51,10478.630000000001,10536.78,9873.87,9618.01,
46,El Salvador,,,,,,,,,,,,5407.950000000001,5628.92,5803.370000000001,5803.370000000001,6326.72,7140.820000000001,7222.2300000000005,7489.72,7175.71,6384.870000000001,6780.290000000001,6896.59,6536.06,6582.580000000001,6187.160000000001,5303.280000000001,5838.26,5373.06,5442.84,5442.84,5908.04,6082.490000000001,6315.09,6605.84,6943.110000000001,6559.320000000001,7187.34,7326.900000000001,7547.870000000001,7838.620000000001,8141.000000000001,8257.300000000001,8571.310000000001,8455.01,8664.35,9059.77,8524.79,8536.42,7954.920000000001,7989.81,8036.330000000001,7873.51,7408.31,7512.9800000000005,
47,Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12327.800000000001,19422.100000000002,22329.600000000002,24888.2,,,,,,,,
48,Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4524.070000000001,4779.93,4977.64,5268.39,5547.51,5512.620000000001,3570.4100000000003,3651.82,3593.67,3628.5600000000004,3512.26,3582.0400000000004,3174.9900000000002,3140.1000000000004,2767.94,2779.57,2558.6000000000004,2686.53,2721.42,2744.6800000000003,,,,
49,Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72454.90000000001,67919.20000000001,49776.4,42333.200000000004,43612.5,42100.600000000006,46985.200000000004,46636.3,43031.0,40239.8,39193.100000000006,41170.200000000004,39774.600000000006,44194.0,45240.700000000004,44775.5,43961.4,49311.200000000004,47799.3,42449.5,49078.600000000006,49311.200000000004,48497.100000000006,53730.600000000006,53381.700000000004,4170.0
50,Ethiopia,,,,,,,,,,,,5535.88,5512.620000000001,5512.620000000001,5512.620000000001,5489.360000000001,5489.360000000001,5489.360000000001,5512.620000000001,5524.25,5524.25,5535.88,5524.25,5524.25,5512.620000000001,5512.620000000001,5524.25,5559.14,5547.51,5559.14,5570.77,5559.14,5500.990000000001,5524.25,5547.51,5559.14,5570.77,5559.14,5559.14,5559.14,5559.14,5605.660000000001,5617.29,5628.92,5640.55,5617.29,5628.92,5652.18,5663.81,5663.81,5663.81,5687.070000000001,5687.070000000001,5721.96,5733.59,
51,Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4558.96,,,,,,,,,,,,,,9466.820000000002,8187.52,7850.250000000001,7292.01,,,,,,,,
52,Finland,25586.0,26167.5,27446.800000000003,28842.4,31168.4,33610.700000000004,35704.100000000006,36401.9,38844.200000000004,42682.100000000006,45008.100000000006,45822.200000000004,48729.700000000004,52451.3,50939.4,48613.4,51869.8,52567.600000000006,54195.8,57684.8,59894.50000000001,57335.9,55940.3,56056.600000000006,57103.3,61290.100000000006,63732.4,69314.8,65011.700000000004,66872.5,66174.70000000001,66756.20000000001,62569.4,65360.600000000006,69431.1,65825.8,70594.1,73036.40000000001,73501.6,73036.40000000001,72803.8,74548.3,78269.90000000001,82340.40000000001,82921.90000000001,76292.8,82689.3,81061.1,77572.1,72920.1,79432.90000000001,76060.20000000001,73036.40000000001,71175.6,72222.3,5920.0
53,France,19771.0,20352.5,21631.800000000003,23027.4,24306.7,24539.300000000003,24655.600000000002,26167.5,27446.800000000003,29540.2,34308.5,35238.9,36867.100000000006,39425.700000000004,37797.5,35587.8,37797.5,36867.100000000006,39193.100000000006,40705.0,40472.4,39309.4,38146.4,38960.5,40123.5,41868.0,42216.9,43031.0,42682.100000000006,44194.0,44775.5,46985.200000000004,45938.5,46520.0,44659.200000000004,46287.4,48729.700000000004,47101.5,48264.5,47915.600000000006,48148.200000000004,49427.5,49194.9,49660.100000000006,50009.0,49892.700000000004,48729.700000000004,47915.600000000006,47799.3,45473.3,46752.600000000006,44775.5,44659.200000000004,44542.9,42565.8,3690.0
54,Gabon,,,,,,,,,,,,20701.4,19887.300000000003,26981.600000000002,28842.4,23376.300000000003,21864.4,23376.300000000003,25934.9,22445.9,21980.7,24074.100000000002,24190.4,24190.4,21980.7,19073.2,18608.0,17212.4,17677.600000000002,15933.1,14421.2,14537.500000000002,15119.000000000002,15584.2,13490.800000000001,14421.2,14537.500000000002,14421.2,15002.7,14188.6,13956.000000000002,14537.500000000002,17212.4,19771.0,22329.600000000002,25120.800000000003,27446.800000000003,29772.800000000003,31633.600000000002,33494.4,36401.9,28260.9,24074.100000000002,33843.3,31284.7,
55,Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.4610000000001,,,,,,,,,,,,,,839.686,814.1,832.708,943.193,,,,,,,,
56,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30121.7,24190.4,20701.4,18026.5,11269.470000000001,9304.0,9699.42,8792.28,8327.08,7780.47,8187.52,7443.200000000001,7431.570000000001,7966.55,8234.04,8466.640000000001,9083.03,10071.58,9083.03,9443.560000000001,9594.75,10978.720000000001,11560.220000000001,12211.5,13723.400000000001,
57,Germany,22678.5,23143.7,24655.600000000002,26516.4,27214.2,27679.4,27795.7,27795.7,29772.800000000003,32215.100000000002,44891.8,45357.0,46752.600000000006,49311.200000000004,48380.8,46287.4,50125.3,50474.200000000004,52102.4,54544.700000000004,53032.8,51172.0,49543.8,49660.100000000006,51753.5,53498.0,53381.700000000004,53730.600000000006,53846.9,52451.3,51404.600000000006,50009.0,48729.700000000004,47915.600000000006,47566.700000000004,47915.600000000006,49427.5,48846.0,48613.4,47450.4,47566.700000000004,48962.3,47799.3,47450.4,47799.3,47566.700000000004,48846.0,46403.700000000004,46985.200000000004,44077.700000000004,46520.0,45008.100000000006,45124.4,45822.200000000004,43961.4,3820.0
58,Ghana,,,,,,,,,,,,3884.42,3989.09,4117.02,4210.06,4256.58,4175.17,4349.62,4256.58,4210.06,4233.320000000001,4314.7300000000005,4314.7300000000005,3547.15,3675.0800000000004,3954.2000000000003,4000.7200000000003,4210.06,4000.7200000000003,4198.43,4163.54,4186.8,4210.06,4291.47,4337.990000000001,4419.400000000001,4454.29,4547.33,4686.89,4745.04,3791.38,3721.6000000000004,3605.3,3326.1800000000003,3244.7700000000004,3140.1000000000004,3256.4,3174.9900000000002,3093.5800000000004,3268.03,3477.3700000000003,3616.9300000000003,3826.2700000000004,3907.6800000000003,3861.1600000000003,
59,Greece,3361.07,3744.86,4070.5000000000005,4279.84,5047.42,5570.77,6361.610000000001,7071.040000000001,7582.76,8443.380000000001,10152.99,11443.92,13141.900000000001,15351.6,14653.800000000001,15119.000000000002,16165.7,17096.100000000002,17793.9,18608.0,18026.5,17561.300000000003,17910.2,18608.0,19189.5,20585.100000000002,19422.100000000002,20817.7,22097.0,24306.7,24423.0,24306.7,24771.9,24306.7,24888.2,25004.5,25702.300000000003,26516.4,27795.7,27795.7,29191.300000000003,30005.4,30238.000000000004,31052.100000000002,31517.300000000003,31982.500000000004,31866.2,31749.9,31982.500000000004,30819.500000000004,28842.4,28028.300000000003,27912.000000000004,24771.9,24655.600000000002,2180.0
60,Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5128.83,,,,,,,,,,,,,,8245.67,8780.650000000001,8978.36,8955.1,,,,,,,,
61,Guatemala,,,,,,,,,,,,5500.990000000001,5524.25,5617.29,5617.29,6024.34,6280.200000000001,6501.17,6489.540000000001,6722.14,6059.2300000000005,5745.22,5500.990000000001,5186.9800000000005,5349.8,5326.54,4989.27,5152.09,5233.5,5303.280000000001,5535.88,5559.14,5733.59,5582.400000000001,5745.22,5942.93,5977.820000000001,6117.38,6501.17,6978.000000000001,7024.52,7012.89,6908.22,7012.89,7047.780000000001,6931.4800000000005,6873.330000000001,7222.2300000000005,6768.660000000001,7606.02,8106.110000000001,8478.27,8431.75,8978.36,9652.900000000001,
62,Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889.695,,,,,,,,,,,,,,761.7650000000001,752.4610000000001,759.439,782.6990000000001,,,,,,,,
63,Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5977.820000000001,,,,,,,,,,,,,,7466.460000000001,7710.6900000000005,7792.1,7792.1,,,,,,,,
64,Haiti,,,,,,,,,,,,3675.0800000000004,3721.6000000000004,3756.4900000000002,3849.53,3919.3100000000004,4070.5000000000005,4117.02,4198.43,4268.21,4291.47,3489.0000000000005,3535.5200000000004,3558.78,3500.63,3454.11,2628.38,2651.6400000000003,2686.53,2686.53,2581.86,2523.71,2570.23,2442.3,2198.07,2546.9700000000003,2860.98,2965.65,2919.13,2907.5,2767.94,2779.57,3070.32,2895.8700000000003,2942.3900000000003,4303.1,4361.25,4500.81,4489.18,4477.55,4442.66,4524.070000000001,4617.110000000001,4582.22,4582.22,
65,Honduras,,,,,,,,,,,,5768.4800000000005,5733.59,5780.110000000001,5698.700000000001,5675.4400000000005,5733.59,5884.780000000001,5849.89,5861.52,5919.67,5698.700000000001,5989.450000000001,5698.700000000001,5652.18,5431.21,5419.58,5547.51,5640.55,5710.330000000001,5582.400000000001,5477.7300000000005,5547.51,5512.620000000001,5570.77,5756.85,5617.29,5954.56,6222.05,5314.910000000001,5291.650000000001,5559.14,5628.92,5966.1900000000005,6280.200000000001,6408.13,6082.490000000001,6989.63,6780.290000000001,6361.610000000001,6384.870000000001,6943.110000000001,6896.59,6873.330000000001,6954.740000000001,
66,Hungary,,,,,,16630.9,16863.5,17212.4,17561.300000000003,18724.300000000003,20119.9,21399.2,21864.4,23725.2,24423.0,25237.100000000002,26865.300000000003,28260.9,31052.100000000002,30703.2,30819.500000000004,30586.9,30586.9,30121.7,31401.000000000004,32447.7,32447.7,33610.700000000004,33261.8,33378.100000000006,32215.100000000002,30703.2,28144.600000000002,28842.4,28028.300000000003,29075.000000000004,29889.100000000002,29423.9,29075.000000000004,28958.7,28493.500000000004,29191.300000000003,29307.600000000002,30005.4,30005.4,31749.9,31517.300000000003,30935.800000000003,30703.2,28842.4,29889.100000000002,29075.000000000004,27563.100000000002,26400.100000000002,26865.300000000003,2430.0
67,Iceland,35820.4,33959.600000000006,35238.9,38146.4,38495.3,40007.200000000004,42333.200000000004,41751.700000000004,45589.600000000006,41286.5,49194.9,50939.4,51172.0,61290.100000000006,59661.9,58964.100000000006,59196.700000000004,65128.00000000001,66407.3,75827.6,76292.8,83503.40000000001,82340.40000000001,84317.5,87573.90000000001,85247.90000000001,88504.3,91411.8,91644.40000000001,92807.40000000001,103623.3,93621.5,90248.8,95947.5,96412.70000000001,96063.8,102925.5,99785.40000000001,105135.20000000001,116300.00000000001,129093.00000000001,123278.00000000001,125604.00000000001,124441.00000000001,122115.00000000001,122115.00000000001,147701.0,170961.0,190732.0,196547.0,197710.0,211666.0,204688.0,211666.0,208177.0,17500.0
68,India,,,,,,,,,,,,3105.21,3105.21,3128.4700000000003,3174.9900000000002,3209.88,3256.4,3279.6600000000003,3244.7700000000004,3326.1800000000003,3326.1800000000003,3419.2200000000003,3465.7400000000002,3500.63,3558.78,3663.4500000000003,3709.9700000000003,3768.1200000000003,3884.42,3989.09,4070.5000000000005,4151.91,4221.6900000000005,4244.950000000001,4314.7300000000005,4477.55,4524.070000000001,4617.110000000001,4640.37,4826.450000000001,4849.71,4838.08,4896.2300000000005,4931.12,5117.200000000001,5233.5,5419.58,5640.55,5838.26,6338.35,6536.06,6722.14,6966.370000000001,7047.780000000001,7408.31,
69,Indonesia,,,,,,,,,,,,3454.11,3500.63,3570.4100000000003,3605.3,3663.4500000000003,3733.2300000000005,4047.2400000000002,4233.320000000001,4326.360000000001,4396.14,4512.4400000000005,4524.070000000001,4500.81,4582.22,4640.37,5012.530000000001,5082.31,5117.200000000001,5314.910000000001,6326.72,6524.43,6687.25,7222.2300000000005,7117.56,7722.320000000001,7885.14,8036.330000000001,7745.580000000001,8001.4400000000005,8559.68,8641.09,8838.800000000001,8745.76,9199.33,9234.220000000001,9327.26,9164.44,9222.59,9838.980000000001,10199.51,9699.42,9920.390000000001,10048.320000000002,10280.92,
70,Iran,,,,,,,,,,,,6594.21,6291.830000000001,7768.84,8978.36,9466.820000000002,10443.740000000002,11339.25,10629.820000000002,11630.0,11455.550000000001,12444.1,13956.000000000002,11409.03,12793.0,13258.2,12793.0,12560.400000000001,12327.800000000001,14072.300000000001,14304.900000000001,15467.900000000001,16049.400000000001,16979.800000000003,18608.0,19189.5,18259.100000000002,20119.9,20236.2,22678.5,21748.100000000002,23376.300000000003,23841.5,24306.7,26283.800000000003,28842.4,29772.800000000003,31168.4,33029.200000000004,32564.000000000004,32215.100000000002,32447.7,33378.100000000006,33610.700000000004,35587.8,
71,Iraq,,,,,,,,,,,,4558.96,4698.52,4942.75,5198.610000000001,6059.2300000000005,7268.750000000001,7268.750000000001,8036.330000000001,9292.37,8280.560000000001,7966.55,8036.330000000001,9431.93,9722.68,11001.980000000001,11630.0,11304.36,13374.5,14421.2,13374.5,10373.960000000001,15002.7,18956.9,20817.7,19422.100000000002,18840.600000000002,21748.100000000002,15002.7,11246.210000000001,12793.0,13956.000000000002,12909.300000000001,11502.070000000002,11536.960000000001,11420.660000000002,10571.67,10571.67,11257.84,13258.2,14653.800000000001,15584.2,16747.2,17328.7,16747.2,
72,Ireland,15351.6,16282.000000000002,16398.300000000003,16863.5,17677.600000000002,17561.300000000003,18956.9,20585.100000000002,21864.4,22911.100000000002,23492.600000000002,26167.5,25469.7,26051.2,26400.100000000002,24190.4,24539.300000000003,25586.0,25353.4,29423.9,28028.300000000003,27795.7,27446.800000000003,27214.2,27330.500000000004,28377.2,29075.000000000004,30354.300000000003,30121.7,30935.800000000003,32796.600000000006,32912.9,32331.4,32680.300000000003,34192.200000000004,34308.5,36285.600000000006,37913.8,39774.600000000006,41170.200000000004,42216.9,43147.3,42565.8,40937.600000000006,41402.8,40705.0,39774.600000000006,39774.600000000006,38262.700000000004,36634.5,36634.5,33378.100000000006,33145.5,32680.300000000003,31866.2,2820.0
73,Israel,,,,,,,,,,,,21748.100000000002,20468.800000000003,27563.100000000002,20119.9,23608.9,21282.9,20817.7,21515.5,23376.300000000003,23492.600000000002,21399.2,22794.800000000003,20817.7,21282.9,20817.7,24423.0,26516.4,28493.500000000004,28958.7,28609.800000000003,26981.600000000002,30005.4,30586.9,31866.2,32564.000000000004,32564.000000000004,33494.4,33610.700000000004,31866.2,33727.0,34541.100000000006,33261.8,34308.5,32796.600000000006,30935.800000000003,33494.4,33727.0,36401.9,33378.100000000006,35355.200000000004,34657.4,35704.100000000006,33378.100000000006,32098.800000000003,2780.0
74,Italy,9245.85,10362.33,11746.300000000001,13025.6,14188.6,15351.6,16630.9,18026.5,19771.0,21282.9,23608.9,22678.5,23841.5,25353.4,25702.300000000003,24539.300000000003,26283.800000000003,25586.0,26167.5,27214.2,26981.600000000002,26400.100000000002,25702.300000000003,25586.0,26167.5,26516.4,26865.300000000003,28028.300000000003,28609.800000000003,29889.100000000002,30005.4,30819.500000000004,30586.9,30354.300000000003,30005.4,32564.000000000004,32564.000000000004,32912.9,33843.3,34424.8,35006.3,35122.600000000006,35355.200000000004,36867.100000000006,36867.100000000006,37332.3,36983.4,36634.5,35936.700000000004,33378.100000000006,34075.9,32912.9,31517.300000000003,30005.4,28028.300000000003,2480.0
75,Jamaica,,,,,,,,,,,,12327.800000000001,15467.900000000001,17212.4,15933.1,15351.6,13723.400000000001,13258.2,13607.1,13956.000000000002,12211.5,12327.800000000001,11862.6,10246.03,10118.1,8582.94,8641.09,8803.91,8931.84,11129.91,13374.5,13374.5,13956.000000000002,13839.7,13956.000000000002,14653.800000000001,15351.6,15235.300000000001,15584.2,15933.1,16747.2,16630.9,15351.6,15933.1,16049.400000000001,15816.800000000001,17561.300000000003,17561.300000000003,14770.1,12560.400000000001,11060.130000000001,11746.300000000001,11327.62,11746.300000000001,11362.51,
76,Japan,10164.62,11199.69,11630.0,13258.2,14653.800000000001,15816.800000000001,17212.4,20003.600000000002,22562.2,25469.7,28609.800000000003,29423.9,31052.100000000002,34424.8,33959.600000000006,31749.9,33494.4,33727.0,33727.0,35355.200000000004,34308.5,33261.8,33029.200000000004,32796.600000000006,35122.600000000006,35006.3,35122.600000000006,35355.200000000004,37681.200000000004,38960.5,41286.5,41635.4,42449.5,42565.8,44775.5,45822.200000000004,46636.3,46985.200000000004,46054.8,46636.3,47450.4,46636.3,46403.700000000004,45938.5,47450.4,47217.8,47101.5,46636.3,44891.8,42798.4,45240.700000000004,41984.3,41170.200000000004,41519.100000000006,40356.100000000006,3430.0
77,Jordan,,,,,,,,,,,,3163.36,3326.1800000000003,3663.4500000000003,3756.4900000000002,4244.950000000001,5303.280000000001,5280.02,6315.09,6303.46,7443.200000000001,8943.470000000001,9780.83,10187.880000000001,10757.75,10501.890000000001,10827.53,11060.130000000001,10536.78,10164.62,10676.34,10467.0,11118.28,10420.480000000001,10641.45,10897.310000000001,10850.79,10815.900000000001,10967.09,10746.12,11048.5,10734.490000000002,11071.76,11071.76,12909.300000000001,13490.800000000001,13258.2,13374.5,12560.400000000001,12560.400000000001,11374.140000000001,10722.86,11281.1,10548.41,10664.710000000001,
78,Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52218.700000000004,53032.8,55824.00000000001,46752.600000000006,41984.3,38379.0,33843.3,30005.4,30354.300000000003,28028.300000000003,27912.000000000004,26981.600000000002,31052.100000000002,33610.700000000004,39309.4,39076.8,46636.3,49660.100000000006,51869.8,45822.200000000004,49194.9,54312.100000000006,51172.0,55707.700000000004,51520.9,
79,Kenya,,,,,,,,,,,,5256.76,5303.280000000001,5245.13,5245.13,5175.35,5233.5,5291.650000000001,5245.13,5233.5,5221.870000000001,5175.35,5070.68,4966.01,5059.05,5082.31,5338.17,5361.43,5303.280000000001,5314.910000000001,5256.76,5175.35,5140.46,5105.570000000001,5012.530000000001,5093.9400000000005,5128.83,5047.42,5082.31,5059.05,5093.9400000000005,5024.160000000001,4954.38,4931.12,5047.42,5082.31,5152.09,5117.200000000001,5163.72,5314.910000000001,5396.320000000001,5361.43,5291.650000000001,5454.47,5884.780000000001,
80,Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142.066,,,,,,,,,,,,,,1028.092,1008.3210000000001,1232.78,1325.8200000000002,,,,,,,,
81,Kuwait,,,,,,,,,,,,89202.1,92342.20000000001,91528.1,82340.40000000001,73734.20000000001,75362.40000000001,76525.40000000001,78618.8,93621.5,88853.20000000001,83154.5,88388.0,89783.6,88736.90000000001,93970.40000000001,96412.70000000001,99087.6,115253.3,131419.0,50590.5,15467.900000000001,,,,107112.3,103972.20000000001,99901.70000000001,106647.1,107344.90000000001,106414.5,110485.00000000001,111764.3,117463.00000000001,123278.00000000001,134908.0,125604.00000000001,122115.00000000001,125604.00000000001,129093.00000000001,124441.00000000001,118626.00000000001,129093.00000000001,115253.3,106763.40000000001,
