,country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
124,Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2291.11,,,,,,,,,,,,,,2872.61,3174.9900000000002,3163.36,3081.9500000000003,,,,,,,,
125,Saudi Arabia,,,,,,,,,,,,14072.300000000001,11374.140000000001,12560.400000000001,13374.5,13723.400000000001,15119.000000000002,16049.400000000001,23027.4,28609.800000000003,37332.3,47683.0,50125.3,51520.9,42798.4,40821.3,38727.9,44194.0,48497.100000000006,46636.3,41519.100000000006,46868.9,51753.5,52335.0,53614.3,52683.9,55242.50000000001,51637.200000000004,54079.5,53846.9,55126.200000000004,55126.200000000004,59313.00000000001,58266.3,60243.4,59894.50000000001,64430.200000000004,64779.100000000006,70361.5,72803.8,78618.8,73269.0,79898.1,74315.70000000001,80363.3,
126,Senegal,,,,,,,,,,,,3291.2900000000004,3244.7700000000004,3291.2900000000004,3291.2900000000004,3279.6600000000003,3256.4,3268.03,3198.25,3256.4,3256.4,3140.1000000000004,3023.8,2942.3900000000003,3000.5400000000004,2802.8300000000004,2849.3500000000004,2942.3900000000003,2721.42,2616.75,2605.1200000000003,2512.0800000000004,2593.4900000000002,2512.0800000000004,2419.04,2500.4500000000003,2488.82,2581.86,2663.27,2744.6800000000003,2849.3500000000004,3000.5400000000004,2977.28,2826.09,2942.3900000000003,2930.76,2860.98,2988.9100000000003,3035.4300000000003,3547.15,3512.26,3616.9300000000003,3489.0000000000005,3128.4700000000003,3244.7700000000004,
127,Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30238.000000000004,25586.0,23492.600000000002,19887.300000000003,18259.100000000002,21050.300000000003,25353.4,26749.0,26749.0,19654.7,21282.9,23143.7,24655.600000000002,25818.600000000002,28144.600000000002,25120.800000000003,26749.0,26167.5,26632.7,24074.100000000002,24888.2,26051.2,23492.600000000002,24190.4,21631.800000000003,
128,Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6291.830000000001,,,,,,,,,,,,,,36053.0,31982.500000000004,33378.100000000006,28028.300000000003,,,,,,,,
129,Singapore,,,,,,,,,,,,15002.7,18259.100000000002,19887.300000000003,20934.0,19073.2,19654.7,20468.800000000003,25702.300000000003,24771.9,24771.9,24655.600000000002,23143.7,25586.0,28609.800000000003,28726.100000000002,30586.9,32098.800000000003,34657.4,33727.0,43961.4,48497.100000000006,53381.700000000004,63848.700000000004,75129.8,62220.50000000001,62336.8,67686.6,59080.4,53381.700000000004,53846.9,59894.50000000001,58964.100000000006,72338.6,85713.1,58847.8,61173.8,54428.4,59196.700000000004,49543.8,58266.3,58964.100000000006,56987.00000000001,56754.4,59545.600000000006,
130,Slovak Republic,,,,,,,,,,,,36401.9,37448.600000000006,38844.200000000004,40239.8,41170.200000000004,42216.9,43961.4,45705.9,46171.100000000006,46287.4,45008.100000000006,43612.5,43845.100000000006,45705.9,46752.600000000006,46287.4,47334.100000000006,47799.3,47450.4,46752.600000000006,41984.3,39658.3,38727.9,37913.8,38611.600000000006,39076.8,39076.8,37913.8,38030.100000000006,38262.700000000004,40239.8,40472.4,40356.100000000006,39774.600000000006,40705.0,40356.100000000006,38611.600000000006,39658.3,36169.3,38495.3,37332.3,35820.4,36401.9,34192.200000000004,3000.0
131,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33261.8,32331.4,30005.4,31633.600000000002,32912.9,35471.5,36983.4,38495.3,37797.5,37681.200000000004,37448.600000000006,39309.4,39774.600000000006,40239.8,41519.100000000006,42449.5,42449.5,42216.9,44659.200000000004,40705.0,41635.4,41519.100000000006,39774.600000000006,38727.9,37681.200000000004,3170.0
132,Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988.7300000000002,,,,,,,,,,,,,,1465.38,1430.49,1430.49,1511.9,,,,,,,,
133,South Africa,,,,,,,,,,,,23260.0,23027.4,23957.800000000003,24190.4,24888.2,25120.800000000003,25004.5,25818.600000000002,25934.9,26632.7,28493.500000000004,30121.7,29889.100000000002,31517.300000000003,30703.2,31284.7,31633.600000000002,32098.800000000003,30121.7,28726.100000000002,29307.600000000002,26632.7,27912.000000000004,28144.600000000002,29075.000000000004,29075.000000000004,29423.9,28726.100000000002,28609.800000000003,28144.600000000002,28609.800000000003,27679.4,29307.600000000002,31633.600000000002,31168.4,30586.9,32331.4,34308.5,33145.5,32215.100000000002,31633.600000000002,30703.2,30238.000000000004,31401.000000000004,
134,South Korea,,,,,,,,,,,,6001.080000000001,6408.13,7350.160000000001,7850.250000000001,8059.59,8815.54,10071.58,10874.050000000001,12327.800000000001,12560.400000000001,12211.5,12793.0,13607.1,14653.800000000001,15119.000000000002,17212.4,18375.4,20468.800000000003,21631.800000000003,25237.100000000002,26865.300000000003,29423.9,32680.300000000003,34424.8,37332.3,40123.5,43379.9,39309.4,43147.3,46520.0,46868.9,48497.100000000006,49194.9,50357.9,50706.8,51288.3,53032.8,53846.9,54079.5,58731.50000000001,60708.600000000006,61057.50000000001,60824.9,61522.700000000004,5410.0
135,South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.8310000000001,760.6020000000001,771.0690000000001,
136,Spain,6175.530000000001,6489.540000000001,7036.150000000001,7257.120000000001,7954.920000000001,8315.45,9199.33,10246.03,11560.220000000001,12211.5,13025.6,14421.2,15119.000000000002,17096.100000000002,18375.4,18724.300000000003,19887.300000000003,19305.800000000003,20468.800000000003,20585.100000000002,21050.300000000003,21166.600000000002,20468.800000000003,20701.4,21050.300000000003,21399.2,21864.4,22329.600000000002,24074.100000000002,26400.100000000002,26981.600000000002,27912.000000000004,28260.9,26981.600000000002,28377.2,29540.2,28958.7,30586.9,32098.800000000003,33494.4,34890.0,35587.8,36169.3,36750.8,37681.200000000004,37797.5,37099.700000000004,36983.4,35238.9,32098.800000000003,31866.2,31284.7,31168.4,29191.300000000003,28609.800000000003,2570.0
137,Sri Lanka,,,,,,,,,,,,3465.7400000000002,3616.9300000000003,3628.5600000000004,3384.3300000000004,3477.3700000000003,3430.8500000000004,3337.8100000000004,3454.11,3523.8900000000003,3512.26,3523.8900000000003,3675.0800000000004,3640.19,3698.34,3593.67,3663.4500000000003,3744.86,3744.86,3709.9700000000003,3698.34,3709.9700000000003,3768.1200000000003,3930.94,3733.2300000000005,3826.2700000000004,4256.58,4384.51,4431.030000000001,4710.150000000001,5152.09,4954.38,5000.900000000001,5256.76,5280.02,5361.43,5361.43,5431.21,5303.280000000001,5233.5,5594.030000000001,5966.1900000000005,6408.13,5663.81,6001.080000000001,
138,St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6245.31,,,,,,,,,,,,,,19073.2,19654.7,19422.100000000002,20236.2,,,,,,,,
139,St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4710.150000000001,,,,,,,,,,,,,,8629.460000000001,8757.390000000001,8373.6,8885.32,,,,,,,,
140,St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3186.6200000000003,,,,,,,,,,,,,,7071.040000000001,7175.71,7501.35,7501.35,,,,,,,,
141,Sudan,,,,,,,,,,,,5710.330000000001,5640.55,5640.55,5524.25,5361.43,5198.610000000001,5186.9800000000005,5093.9400000000005,4966.01,5093.9400000000005,4966.01,5012.530000000001,5000.900000000001,4826.450000000001,4884.6,4814.820000000001,4617.110000000001,4791.56,4663.63,4791.56,4640.37,4500.81,4233.320000000001,4745.04,4617.110000000001,4593.85,4558.96,4489.18,4838.08,4454.29,4535.700000000001,4779.93,4512.4400000000005,4384.51,4349.62,4535.700000000001,4256.58,4210.06,4233.320000000001,4210.06,4082.13,4419.400000000001,4419.400000000001,4431.030000000001,
142,Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15584.2,16514.600000000002,11385.77,11978.900000000001,13025.6,14770.1,13839.7,12909.300000000001,13490.800000000001,13374.5,15816.800000000001,15235.300000000001,16747.2,14653.800000000001,14537.500000000002,
143,Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4361.25,,,,,,,,,,,,,,4605.4800000000005,4500.81,4558.96,4721.780000000001,,,,,,,,
144,Sweden,31401.000000000004,31866.2,33610.700000000004,35820.4,38030.100000000006,40007.200000000004,42333.200000000004,42216.9,46520.0,50009.0,54428.4,51753.5,52683.9,55475.100000000006,52451.3,55358.8,59894.50000000001,58731.50000000001,58382.600000000006,60824.9,56638.100000000006,59313.00000000001,56754.4,57452.200000000004,60708.600000000006,65825.8,68384.40000000001,66988.8,68035.5,65011.700000000004,64081.3,65709.5,62453.100000000006,61987.9,65825.8,66291.0,67802.90000000001,65942.1,67105.1,65825.8,62336.8,66058.40000000001,67454.0,65709.5,68035.5,66407.3,64313.9,63616.100000000006,62569.4,56754.4,63150.9,61290.100000000006,61290.100000000006,59894.50000000001,57801.100000000006,5100.0
145,Switzerland,16282.000000000002,16863.5,18259.100000000002,21748.100000000002,21166.600000000002,22562.2,22911.100000000002,23725.2,25237.100000000002,27097.9,29772.800000000003,30703.2,31749.9,34890.0,32331.4,31517.300000000003,32796.600000000006,33494.4,34890.0,35355.200000000004,36867.100000000006,35936.700000000004,34657.4,36867.100000000006,37681.200000000004,39658.3,41170.200000000004,39890.9,40007.200000000004,38844.200000000004,42216.9,42333.200000000004,41984.3,40588.700000000004,40588.700000000004,39774.600000000006,40356.100000000006,41053.9,41402.8,41286.5,40472.4,42682.100000000006,41286.5,41170.200000000004,41053.9,40588.700000000004,42100.600000000006,39658.3,40705.0,40472.4,38960.5,37332.3,37216.0,38379.0,35587.8,2960.0
146,Syria,,,,,,,,,,,,4210.06,3384.3300000000004,3395.96,4221.6900000000005,4710.150000000001,5163.72,5547.51,5861.52,7350.160000000001,5815.0,6698.88,7757.210000000001,8582.94,9536.6,8548.050000000001,8501.53,9152.810000000001,9199.33,8955.1,9780.83,10350.7,9618.01,9397.04,9536.6,9804.09,10071.58,10629.820000000002,11525.33,11176.43,10943.83,10990.35,11199.69,11048.5,11281.1,13141.900000000001,13141.900000000001,13258.2,13025.6,11746.300000000001,11746.300000000001,10978.720000000001,8443.380000000001,6908.22,6710.51,
147,Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11630.0,10920.570000000002,8757.390000000001,6745.400000000001,5093.9400000000005,4489.18,4268.21,4198.43,4337.990000000001,4256.58,4023.9800000000005,3907.6800000000003,3849.53,3849.53,4093.76,4012.3500000000004,4058.8700000000003,4244.950000000001,3954.2000000000003,3372.7000000000003,3361.07,3291.2900000000004,3465.7400000000002,3756.4900000000002,3954.2000000000003,
148,Tanzania,,,,,,,,,,,,6303.46,6163.900000000001,6001.080000000001,5791.740000000001,5617.29,5500.990000000001,5326.54,5233.5,5117.200000000001,5024.160000000001,4942.75,4861.34,4814.820000000001,4756.67,4710.150000000001,4686.89,4628.740000000001,4570.59,4535.700000000001,4489.18,4431.030000000001,4337.990000000001,4314.7300000000005,4244.950000000001,4326.360000000001,4268.21,4198.43,4372.88,4535.700000000001,4675.26,4803.1900000000005,4919.490000000001,4966.01,5128.83,5210.240000000001,5256.76,5291.650000000001,5314.910000000001,5303.280000000001,5419.58,5559.14,5733.59,5756.85,5780.110000000001,
149,Thailand,,,,,,,,,,,,4198.43,4279.84,4524.070000000001,4489.18,4768.3,5047.42,5256.76,5338.17,5512.620000000001,5396.320000000001,5349.8,5314.910000000001,4791.56,5186.9800000000005,5524.25,5698.700000000001,6187.160000000001,6931.4800000000005,7640.910000000001,8629.460000000001,9257.480000000001,9757.570000000002,10211.140000000001,11188.060000000001,12095.2,13374.5,13490.800000000001,12444.1,13141.900000000001,13374.5,13607.1,14886.400000000001,16049.400000000001,17212.4,17561.300000000003,17793.9,18491.7,18840.600000000002,18724.300000000003,20352.5,20236.2,21631.800000000003,23143.7,22911.100000000002,
150,Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694.311,678.029,674.5400000000001,685.0070000000001,,,,,,,,
151,Togo,,,,,,,,,,,,3872.7900000000004,3861.1600000000003,3768.1200000000003,3686.71,3756.4900000000002,3675.0800000000004,3814.6400000000003,3837.9,3896.05,3791.38,3744.86,3803.01,3582.0400000000004,3582.0400000000004,3523.8900000000003,3721.6000000000004,3814.6400000000003,3779.7500000000005,3791.38,3896.05,3896.05,3861.1600000000003,3803.01,4198.43,4314.7300000000005,4698.52,4489.18,4640.37,5140.46,4989.27,4838.08,4884.6,5024.160000000001,4954.38,4919.490000000001,4779.93,4826.450000000001,4896.2300000000005,5791.740000000001,5640.55,5524.25,5361.43,5361.43,5373.06,
152,Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3105.21,,,,,,,,,,,,,,6617.47,6570.950000000001,6512.8,6570.950000000001,,,,,,,,
153,Trinidad and Tobago,,,,,,,,,,,,32098.800000000003,32215.100000000002,31284.7,31168.4,26749.0,29191.300000000003,32680.300000000003,38727.9,39542.0,41053.9,42914.700000000004,42449.5,43263.600000000006,48148.200000000004,50590.5,52335.0,48729.700000000004,53032.8,51172.0,56987.00000000001,56289.200000000004,61522.700000000004,58498.9,58615.200000000004,56987.00000000001,67221.40000000001,63267.200000000004,73385.3,85480.5,90248.8,100483.20000000001,108856.8,120952.00000000001,126767.00000000001,144212.0,160494.0,169798.0,163983.0,165146.0,175613.0,172124.0,166309.0,168635.0,167472.0,
154,Tunisia,,,,,,,,,,,,3721.6000000000004,3977.4600000000005,4058.8700000000003,4419.400000000001,4465.92,4663.63,4942.75,5303.280000000001,5617.29,5966.1900000000005,5989.450000000001,5721.96,6326.72,6512.8,6605.84,6349.9800000000005,6303.46,6466.280000000001,6291.830000000001,6978.000000000001,6757.030000000001,7350.160000000001,7012.89,7431.570000000001,7396.68,7617.650000000001,7745.580000000001,8338.710000000001,8524.79,8757.390000000001,9152.810000000001,9210.960000000001,9385.41,9815.720000000001,9571.49,9978.54,10199.51,10525.150000000001,10118.1,11246.210000000001,10629.820000000002,10978.720000000001,11060.130000000001,11048.5,
155,Turkey,4524.070000000001,4477.55,4779.93,4907.860000000001,5047.42,5186.9800000000005,5559.14,5628.92,5780.110000000001,5954.56,6070.860000000001,6361.610000000001,7012.89,7559.500000000001,7640.910000000001,7920.030000000001,8420.12,9036.51,8792.28,8187.52,8315.45,8199.150000000001,8513.16,8815.54,8966.730000000001,9304.0,9827.35,10687.970000000001,10560.04,10781.01,11374.140000000001,11025.240000000002,11188.060000000001,11630.0,11350.880000000001,12211.5,13141.900000000001,13607.1,13607.1,13141.900000000001,13956.000000000002,12676.7,13258.2,13723.400000000001,13956.000000000002,14421.2,15700.500000000002,16747.2,16282.000000000002,15933.1,17096.100000000002,18026.5,18375.4,17910.2,18259.100000000002,1650.0
156,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55358.8,46636.3,30935.800000000003,30470.600000000002,37564.9,37797.5,32447.7,31982.500000000004,33029.200000000004,38611.600000000006,38262.700000000004,38611.600000000006,39890.9,44077.700000000004,45589.600000000006,46868.9,47450.4,53381.700000000004,53381.700000000004,46171.100000000006,51869.8,55475.100000000006,56405.50000000001,56754.4,56870.700000000004,
157,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56521.8,56405.50000000001,48962.3,43379.9,37099.700000000004,36983.4,34192.200000000004,33029.200000000004,31517.300000000003,31633.600000000002,31633.600000000002,31982.500000000004,32680.300000000003,35238.9,35238.9,35238.9,34192.200000000004,34890.0,33843.3,28958.7,33610.700000000004,32215.100000000002,31284.7,29656.500000000004,27097.9,
158,United Arab Emirates,,,,,,,,,,,,42449.5,36983.4,38495.3,33378.100000000006,41053.9,44891.8,65011.700000000004,66407.3,69547.40000000001,82456.70000000001,94086.70000000001,96529.0,88155.40000000001,108507.90000000001,116300.00000000001,125604.00000000001,131419.0,126767.00000000001,138397.0,130256.00000000001,140723.0,126767.00000000001,125604.00000000001,132582.0,133745.0,133745.0,134908.0,130256.00000000001,126767.00000000001,117463.00000000001,141886.0,133745.0,123278.00000000001,119789.00000000001,112811.00000000001,101413.6,94551.90000000001,97343.1,88039.1,83968.6,83619.70000000001,86992.40000000001,88388.0,88969.5,
159,United Kingdom,35238.9,35006.3,35936.700000000004,37216.0,37332.3,38727.9,38495.3,38960.5,39658.3,41402.8,42798.4,43379.9,43612.5,45124.4,43379.9,41286.5,42100.600000000006,43031.0,42798.4,44891.8,40937.600000000006,39774.600000000006,39542.0,39309.4,39193.100000000006,41286.5,41868.0,42100.600000000006,42333.200000000004,42216.9,41868.0,43147.3,42798.4,43147.3,43379.9,43379.9,45124.4,43728.8,44077.700000000004,43961.4,44077.700000000004,43961.4,42914.700000000004,43379.9,42914.700000000004,42914.700000000004,41868.0,40007.200000000004,39076.8,36634.5,37564.9,34541.100000000006,35355.200000000004,34773.700000000004,32331.4,2760.0
160,United States,65593.20000000001,65244.3,67105.1,69663.70000000001,71408.20000000001,73385.3,76641.70000000001,79200.3,82224.1,85247.90000000001,88039.1,88853.20000000001,92342.20000000001,94900.8,91993.3,89085.8,94203.0,96412.70000000001,98157.20000000001,96877.90000000001,92342.20000000001,88969.5,84433.8,83736.0,86527.20000000001,86759.8,85829.40000000001,88620.6,91295.5,91760.70000000001,89202.1,88736.90000000001,89318.40000000001,89667.3,90248.8,90248.8,91179.20000000001,91062.90000000001,90714.0,92109.6,93737.8,91062.90000000001,91179.20000000001,90597.70000000001,91644.40000000001,91295.5,89551.0,90248.8,87108.70000000001,82107.8,83270.8,81758.90000000001,79898.1,80363.3,80944.8,6810.0
161,Uruguay,,,,,,,,,,,,9978.54,10152.99,9838.980000000001,9676.16,10048.320000000002,10152.99,10106.470000000001,10280.92,10908.94,10548.41,10094.84,8908.58,8199.150000000001,7826.990000000001,7710.6900000000005,7908.400000000001,8361.970000000001,8896.95,9071.400000000001,8420.12,9071.400000000001,9943.650000000001,9210.960000000001,8734.130000000001,9280.74,10152.99,10246.03,10478.630000000001,11374.140000000001,10827.53,9478.45,8873.69,8827.17,10048.320000000002,10350.7,11129.91,11048.5,14421.2,14304.900000000001,14188.6,15235.300000000001,15933.1,15816.800000000001,16165.7,
162,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26283.800000000003,26632.7,24539.300000000003,25004.5,24190.4,21864.4,22097.0,22097.0,24190.4,24539.300000000003,23957.800000000003,23841.5,24539.300000000003,23492.600000000002,22794.800000000003,20934.0,21166.600000000002,20701.4,21166.600000000002,18491.7,17561.300000000003,18724.300000000003,18956.9,16514.600000000002,,
163,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1849.17,,,,,,,,,,,,,,1709.6100000000001,1663.0900000000001,1686.3500000000001,1849.17,,,,,,,,
164,Venezuela,,,,,,,,,,,,17677.600000000002,16630.9,17793.9,20468.800000000003,20352.5,20468.800000000003,21282.9,22329.600000000002,22562.2,25004.5,26051.2,25353.4,26632.7,25237.100000000002,24423.0,24888.2,24306.7,22911.100000000002,22911.100000000002,23492.600000000002,23957.800000000003,26167.5,23841.5,26981.600000000002,24888.2,25934.9,25353.4,26167.5,24423.0,24655.600000000002,25004.5,26632.7,24074.100000000002,25237.100000000002,24771.9,27214.2,24771.9,27330.500000000004,26981.600000000002,29656.500000000004,27097.9,28958.7,26865.300000000003,,
165,Vietnam,,,,,,,,,,,,3454.11,3407.59,3477.3700000000003,3198.25,3314.55,2919.13,2965.65,2977.28,3012.17,3081.9500000000003,3047.0600000000004,3093.5800000000004,3116.84,3081.9500000000003,3047.0600000000004,3128.4700000000003,3233.1400000000003,3186.6200000000003,3047.0600000000004,3058.69,3035.4300000000003,3105.21,3302.92,3244.7700000000004,3395.96,3535.5200000000004,3756.4900000000002,3954.2000000000003,4023.9800000000005,4186.8,4419.400000000001,4768.3,4966.01,5454.47,5721.96,5815.0,6187.160000000001,6559.320000000001,7082.67,7792.1,7710.6900000000005,7757.210000000001,7675.8,,
166,Yemen,,,,,,,,,,,,1360.71,1049.026,1732.8700000000001,1407.23,1186.26,1407.23,1477.01,1511.9,1488.64,1860.8000000000002,1767.7600000000002,2011.9900000000002,2046.88,2070.1400000000003,2105.03,2198.07,2512.0800000000004,2570.23,2535.34,2500.4500000000003,2895.8700000000003,3000.5400000000004,2465.56,2453.9300000000003,2663.27,2628.38,2698.1600000000003,2802.8300000000004,3070.32,3174.9900000000002,3419.2200000000003,3221.51,3465.7400000000002,3686.71,3814.6400000000003,3965.8300000000004,3768.1200000000003,3861.1600000000003,4175.17,3930.94,3233.1400000000003,2837.7200000000003,3826.2700000000004,,
167,Zambia,,,,,,,,,,,,9722.68,10013.43,10234.400000000001,10304.18,9420.300000000001,10129.730000000001,9629.640000000001,9385.41,9129.550000000001,9187.7,9013.25,8920.210000000001,8769.02,8594.57,8466.640000000001,8338.710000000001,8245.67,8420.12,8175.89,7885.14,7896.77,7826.990000000001,7640.910000000001,7512.9800000000005,7454.830000000001,7198.97,7303.64,7175.71,6989.63,6978.000000000001,7012.89,7071.040000000001,7117.56,7140.820000000001,7187.34,7152.450000000001,6966.370000000001,7012.89,6989.63,7024.52,7198.97,7326.900000000001,7501.35,,
168,Zimbabwe,,,,,,,,,,,,11548.59,11362.51,11606.740000000002,11362.51,10932.2,11176.43,10513.52,10118.1,9966.91,10187.880000000001,9978.54,9699.42,9583.12,9397.04,9699.42,9897.130000000001,10432.11,10222.77,10141.36,10362.33,10734.490000000002,10862.42,10211.140000000001,9978.54,10025.060000000001,9873.87,9687.79,9827.35,10420.480000000001,9792.460000000001,9734.310000000001,9536.6,9106.29,8862.060000000001,9257.480000000001,9420.300000000001,9152.810000000001,8420.12,8478.27,8664.35,9245.85,9583.12,9827.35,,
